time, pn-10A04R02T01, pn-10A12R02T01, pn-10A22R02T01, pn-10A35R02T01, pn-10A49R02T01, pn-10A58R02T01
(s), (Pa), (Pa), (Pa), (Pa), (Pa), (Pa)
3.127840042114258, 303377.25, 303115.40625, 302825.5625, 302551.78125, 301470.6875, 301088.5625
3.2289206981658936, 303652.09375, 303471.1875, 303149.3125, 302838.65625, 301577.09375, 301122.625
3.3304240703582764, 303370.1875, 303247.34375, 302972.46875, 302673.71875, 301471.84375, 301039.34375
3.430795907974243, 302235.21875, 302150.40625, 301969.21875, 301747.75, 301090.25, 300798.75
3.531782627105713, 301640.4375, 301579.09375, 301449.8125, 301264.75, 300858.15625, 300637.53125
3.6341655254364014, 301342.375, 301293.8125, 301188.0625, 301031.5, 300729.625, 300533.34375
3.7383317947387695, 301304.9375, 301260.625, 301164.34375, 301035.625, 300687.28125, 300517.40625
3.857654333114624, 301183.0625, 301149.25, 301074.75, 300979.25, 300627.25, 300498.96875
3.97160005569458, 300947.5, 300920.65625, 300862.4375, 300788.4375, 300517.375, 300418.875
4.085036277770996, 300761.71875, 300738.53125, 300688.1875, 300628.0625, 300392.03125, 300314.46875
4.206836223602295, 300583.71875, 300567.5625, 300527.28125, 300475.5, 300312.59375, 300245.5
4.325813293457031, 300514.40625, 300495.9375, 300460.625, 300419.6875, 300279.53125, 300217.625
4.43371057510376, 300600.46875, 300579.78125, 300539.90625, 300498.28125, 300294.3125, 300223.4375
4.541126251220703, 300599.90625, 300579.9375, 300541.90625, 300503.375, 300272.4375, 300200.28125
4.671690464019775, 300543.21875, 300526.34375, 300492.375, 300457.9375, 300231.3125, 300162.34375
4.78776741027832, 300502.6875, 300487.03125, 300456.28125, 300424.90625, 300203.1875, 300137.34375
4.922141075134277, 300435.5625, 300423.5625, 300400.15625, 300374.6875, 300180.46875, 300122.84375
5.023294448852539, 300430.53125, 300417.75, 300393.1875, 300368.15625, 300172.90625, 300116.09375
5.1348161697387695, 300449.28125, 300436.21875, 300410.28125, 300383.90625, 300170.71875, 300112.84375
5.257768630981445, 300430.4375, 300418.03125, 300394.6875, 300369.40625, 300155.625, 300101.65625
5.35908317565918, 300549.40625, 300523.03125, 300480.96875, 300446.5, 300171.0625, 300105.1875
5.469796657562256, 300669.03125, 300645.1875, 300591.90625, 300544.1875, 300188.09375, 300112.25
5.5783185958862305, 300805.375, 300782.53125, 300724.46875, 300665.03125, 300207.5625, 300122.3125
5.681950092315674, 300901.59375, 300878.625, 300818.5625, 300754.0625, 300221.75, 300129.0
5.785118579864502, 301049.375, 301023.375, 300958.84375, 300887.125, 300252.125, 300146.6875
5.910521030426025, 301309.3125, 301277.375, 301195.5625, 301107.25, 300302.03125, 300176.125
6.022008419036865, 301533.125, 301496.125, 301396.65625, 301292.78125, 300340.5, 300198.78125
6.151069641113281, 301478.875, 301444.5625, 301344.84375, 301229.15625, 300334.125, 300193.9375
6.300473690032959, 301046.25, 301019.4375, 300933.0625, 300808.75, 300266.5625, 300150.21875
6.412941932678223, 300446.5, 300438.28125, 300401.09375, 300331.34375, 300129.4375, 300069.15625
6.536937713623047, 300274.25, 300264.0, 300233.09375, 300187.34375, 300094.53125, 300049.21875
6.673643589019775, 300222.40625, 300220.5, 300197.9375, 300163.375, 300089.875, 300047.03125
6.785762786865234, 300191.875, 300184.03125, 300160.65625, 300128.21875, 300048.78125, 300026.53125
6.913528919219971, 300238.75, 300221.625, 300198.5, 300173.0625, 300073.875, 300039.28125
7.014155387878418, 300255.46875, 300244.8125, 300222.9375, 300200.03125, 300084.75, 300044.84375
7.1195831298828125, 300220.53125, 300210.09375, 300189.28125, 300165.125, 300078.625, 300040.15625
7.229507923126221, 300222.40625, 300212.71875, 300193.5625, 300172.15625, 300079.78125, 300042.03125
7.336047649383545, 300198.875, 300189.34375, 300170.125, 300147.34375, 300066.125, 300035.09375
7.4399638175964355, 300213.28125, 300203.96875, 300185.1875, 300163.9375, 300074.21875, 300039.125
7.540230751037598, 300196.40625, 300187.0625, 300168.21875, 300145.09375, 300070.90625, 300037.15625
7.642172336578369, 300218.78125, 300209.21875, 300189.875, 300159.09375, 300077.0, 300040.75
7.746711730957031, 300252.5, 300242.625, 300222.34375, 300191.28125, 300093.4375, 300049.40625
7.852985382080078, 300224.1875, 300214.46875, 300194.03125, 300160.9375, 300085.875, 300045.0
7.963085174560547, 300241.375, 300231.34375, 300211.0625, 300185.5, 300100.25, 300052.65625
8.063236236572266, 300257.3125, 300247.15625, 300224.96875, 300196.625, 300102.875, 300053.96875
8.165102005004883, 300273.4375, 300262.71875, 300237.0625, 300187.3125, 300106.8125, 300055.59375
8.26696491241455, 300303.09375, 300291.53125, 300260.125, 300191.875, 300114.34375, 300059.84375
8.376710891723633, 300340.25, 300328.03125, 300293.28125, 300213.78125, 300128.0625, 300067.09375
8.490143775939941, 300379.09375, 300366.125, 300330.8125, 300234.25, 300140.46875, 300073.625
8.591897964477539, 300388.375, 300372.28125, 300336.78125, 300228.9375, 300137.25, 300072.0625
8.697918891906738, 300371.1875, 300361.65625, 300320.8125, 300213.21875, 300128.40625, 300067.28125
8.798591613769531, 300500.96875, 300482.9375, 300435.46875, 300288.34375, 300179.375, 300095.84375
8.904738426208496, 300539.96875, 300524.09375, 300468.6875, 300298.71875, 300181.8125, 300096.4375
